femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,id,declarationYear,declarationMonth,declarationDayOfWeek,incidentDuration
DR-4326-MI,4326,MI,DR,2017-08-02 00:00:00+00:00,2017,Severe Storm,SEVERE STORMS AND FLOODING,1,0,0,1,2017-06-22 00:00:00+00:00,2017-06-27 00:00:00+00:00,2022-09-26 00:00:00+00:00,0,26,17,99017,Bay (County),17069,2017-10-02 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,2ebd33ff-b6c7-4669-a803-4d0c0f573eda,2017,8,2,5
DR-4326-MI,4326,MI,DR,2017-08-02 00:00:00+00:00,2017,Severe Storm,SEVERE STORMS AND FLOODING,1,0,0,1,2017-06-22 00:00:00+00:00,2017-06-27 00:00:00+00:00,2022-09-26 00:00:00+00:00,0,26,51,99051,Gladwin (County),17069,2017-10-02 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,7912cee4-5b44-417a-8dd7-c0c3ca27ab55,2017,8,2,5
DR-4326-MI,4326,MI,DR,2017-08-02 00:00:00+00:00,2017,Severe Storm,SEVERE STORMS AND FLOODING,1,0,0,1,2017-06-22 00:00:00+00:00,2017-06-27 00:00:00+00:00,2022-09-26 00:00:00+00:00,0,26,73,99073,Isabella (County),17069,2017-10-02 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,f986e47d-6632-4ae9-8e60-45ba1b138dfb,2017,8,2,5
DR-4326-MI,4326,MI,DR,2017-08-02 00:00:00+00:00,2017,Severe Storm,SEVERE STORMS AND FLOODING,1,0,0,1,2017-06-22 00:00:00+00:00,2017-06-27 00:00:00+00:00,2022-09-26 00:00:00+00:00,0,26,111,99111,Midland (County),17069,2017-10-02 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,b80eaf55-b5e8-45aa-99f9-ecb05ed85e3d,2017,8,2,5
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,9,99009,Boone (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,caaedbd6-8760-4249-b206-ae981389a444,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,11,99011,Bradley (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,df6c008d-1943-49c1-bb07-e7392d2b0465,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,13,99013,Calhoun (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,d28b3d73-50c0-4938-9c38-7b9351507839,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,21,99021,Clay (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,82d51742-0f1c-4773-8de2-29cc6d4d62ee,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,39,99039,Dallas (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,b4072513-6ae5-414a-8738-a02724cb9ca6,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,43,99043,Drew (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,b499eff7-16b4-4b50-87f6-d1337ef609b1,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,47,99047,Franklin (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,c100e15a-ef3d-45cc-b6e5-21e8d8b5cce8,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,55,99055,Greene (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,8dc77532-72fe-4fb3-a49a-751f035a9358,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,63,99063,Independence (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,a8cc5589-6dd9-45ff-a815-401340405692,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,65,99065,Izard (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,154761e7-a862-46f3-a435-a9ded9129e3f,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,75,99075,Lawrence (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,ea291bd6-9370-441e-82ef-4de317674d32,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,83,99083,Logan (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,69995259-8c22-4714-b2ac-23f653c0c55c,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,87,99087,Madison (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,e9edf66b-cea1-44e6-b136-8f5a7a4c2317,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,89,99089,Marion (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,8ce6c79e-7ac8-47e1-b1ee-e59eac4ea736,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,93,99093,Mississippi (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,434e28a0-8b6f-485d-a27f-cfb8439b8d7f,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,97,99097,Montgomery (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,7b9bf5e8-b880-44ad-9553-0945612ee497,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,103,99103,Ouachita (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,caee3790-aa36-4f0a-aa20-2fcfdb15f488,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,109,99109,Pike (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,196602ec-bf19-4720-8471-0788302ab0a8,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,113,99113,Polk (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,a190a2b9-3ea0-4dcf-9c7c-484724d5f351,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,121,99121,Randolph (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,6374dff0-b897-4edd-9e12-f55e96becb17,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,127,99127,Scott (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,acd33df7-5047-4844-833a-057f5f9fc5fb,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,129,99129,Searcy (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,2682c2a7-fbbd-40da-86d5-448cfef36166,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,137,99137,Stone (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,66d8cbc4-9d2f-429d-92cf-2d780f5310ed,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,143,99143,Washington (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,80bb7118-72e8-45af-b698-a70d52f95f5f,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,145,99145,White (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,0b0db428-efdc-4b44-8e44-e912288bd6e1,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,147,99147,Woodruff (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,e81fc9ed-d36f-4548-b814-c26bf9b0a38d,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,149,99149,Yell (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,f0ab94aa-adc9-4804-a0b9-f72faf771d87,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,45,99045,Faulkner (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,0d7ad91d-8963-41ac-b4cd-204a92e0c539,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,67,99067,Jackson (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,66f1545a-f10e-436b-ab8b-3a63ce23c2ff,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,69,99069,Jefferson (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,2e6fa2fc-5445-4eec-9d5b-7e9b315185e9,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,77,99077,Lee (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,ffdf95f9-d327-4a28-9785-42e4d3ddc3d9,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,131,99131,Sebastian (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,874e9720-177d-43be-a37b-31f0847e10ca,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,133,99133,Sevier (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,45602391-cb6d-420a-8589-5af21ee95486,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,7,99007,Benton (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,41e4763c-7207-4c5e-81ac-46af6f798171,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,15,99015,Carroll (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,af982980-fb13-45a6-9be7-ff5e07024d7f,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,33,99033,Crawford (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,fedf4f3b-9664-49ab-849b-147c7e2cc9ba,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,81,99081,Little River (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,1101392a-26c7-4028-bb90-b84e1b5005a9,2016,2,4,27
DR-4254-AR,4254,AR,DR,2016-02-05 00:00:00+00:00,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,2015-12-26 00:00:00+00:00,2016-01-22 00:00:00+00:00,2022-04-26 00:00:00+00:00,0,5,105,99105,Perry (County),16011,2016-04-05 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,d07d9d9d-e0fb-45d5-8fb6-1b0b88012eef,2016,2,4,27
DR-4227-WY,4227,WY,DR,2015-07-07 00:00:00+00:00,2015,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,2015-05-24 00:00:00+00:00,2015-06-06 00:00:00+00:00,2021-07-20 00:00:00+00:00,0,56,1,99001,Albany (County),15030,2015-09-08 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,83f82f71-c3df-4c88-af79-ef6ebae17ca0,2015,7,1,13
DR-4227-WY,4227,WY,DR,2015-07-07 00:00:00+00:00,2015,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,2015-05-24 00:00:00+00:00,2015-06-06 00:00:00+00:00,2021-07-20 00:00:00+00:00,0,56,31,99031,Platte (County),15030,2015-09-08 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,b83722d2-2c42-40d7-8576-083a89d44656,2015,7,1,13
DR-4227-WY,4227,WY,DR,2015-07-07 00:00:00+00:00,2015,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,2015-05-24 00:00:00+00:00,2015-06-06 00:00:00+00:00,2021-07-20 00:00:00+00:00,0,56,19,99019,Johnson (County),15030,2015-09-08 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,6b869b96-b124-4b3b-9ebf-84b9b487aebe,2015,7,1,13
DR-4227-WY,4227,WY,DR,2015-07-07 00:00:00+00:00,2015,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,2015-05-24 00:00:00+00:00,2015-06-06 00:00:00+00:00,2021-07-20 00:00:00+00:00,0,56,27,99027,Niobrara (County),15030,2015-09-08 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,5e81b439-bca6-4f20-b609-a06be4b60380,2015,7,1,13
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,21,99021,Clay (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,1a52f0a2-5ced-4d6c-9c2e-7368fa02b76c,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,23,99023,Cleburne (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,d2299ff2-c5a7-445f-aec2-cb66e1b06716,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,49,99049,Fulton (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,085f4325-e911-4e56-ad2c-47f19e3a53d3,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,63,99063,Independence (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,237256f1-2326-4578-bfd9-c608274066a9,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,65,99065,Izard (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,b669006e-c4a8-4cc3-acce-deef7cb6e0a9,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,67,99067,Jackson (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,5fcf81f0-6c5d-4045-b946-c38d8d477c7b,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,75,99075,Lawrence (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,a0f1def2-898f-4174-8cba-7f2b6704c550,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",0,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,135,99135,Sharp (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,190cccbf-4498-4218-b416-a79b51a29608,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",1,0,0,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,119,99119,Pulaski (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,d9a8c545-28f5-46c3-8a4e-1a3cddfd9112,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",1,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,45,99045,Faulkner (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,fa51773a-8b37-4aac-9bba-724df9faafa9,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",1,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,121,99121,Randolph (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,b2f2318b-b72c-4613-a1b3-1417f30fe0cb,2014,4,1,0
DR-4174-AR,4174,AR,DR,2014-04-29 00:00:00+00:00,2014,Severe Storm,"SEVERE STORMS,TORNADOES, AND FLOODING",1,0,1,1,2014-04-27 00:00:00+00:00,2014-04-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,0,5,145,99145,White (County),14027,2014-06-30 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,247b3e91-d58b-41b0-9025-b52822d3959c,2014,4,1,0
DR-4157-IL,4157,IL,DR,2013-11-26 00:00:00+00:00,2014,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",1,0,0,1,2013-11-17 00:00:00+00:00,2013-11-17 00:00:00+00:00,2018-12-11 00:00:00+00:00,0,17,19,99019,Champaign (County),13098,2014-02-03 00:00:00+00:00,2023-05-22 03:41:22.800000+00:00,26df1c95-b0a1-4523-bf12-28e38aa9c2fd,2013,11,1,0
